statefips,year,month,ds_o3_pred
45,2013,11,31.14813829300958
45,2013,12,30.63976143531277
45,2014,1,33.830424111405215
45,2014,2,37.741236468043944
45,2014,3,42.060783899881145
45,2014,4,46.79274694926497
45,2014,5,46.13871684392047
45,2014,6,41.53495526635876
45,2014,7,39.028603985022926
45,2014,8,38.53427328264809
45,2014,9,29.339370422744388
45,2014,10,36.36465756869254
45,2014,11,31.55458258302286
45,2014,12,25.371525288873396
46,2011,1,35.08793724696881
46,2011,2,39.8412402778314
46,2011,3,41.02828029013616
46,2011,4,43.98569568266312
46,2011,5,44.61096788433595
46,2011,6,45.1370402618774
46,2011,7,44.36151406035259
46,2011,8,40.30099212321999
46,2011,9,36.18664846548968
46,2011,10,37.2995123197314
46,2011,11,29.975774845795794
46,2011,12,27.515362819037975
46,2012,1,27.906888310239946
46,2012,2,31.83348853281929
46,2012,3,41.0796752679356
46,2012,4,44.80630363900897
46,2012,5,48.51889583827252
46,2012,6,51.755907637956234
46,2012,7,53.68099078792863
46,2012,8,48.95271450132138
46,2012,9,44.453517837031704
46,2012,10,31.170837144226148
46,2012,11,26.18711941520134
46,2012,12,28.15566963580056
46,2013,1,31.970879591816423
46,2013,2,37.53227349989686
46,2013,3,43.927634568951575
46,2013,4,46.48920239766704
46,2013,5,44.19320644097198
46,2013,6,45.159915857355074
46,2013,7,47.80179293735224
46,2013,8,42.921169577415085
46,2013,9,41.72167826014039
46,2013,10,30.825326378435623
46,2013,11,28.2197418514502
46,2013,12,29.00829184249184
46,2014,1,33.66225645873959
46,2014,2,36.746519113660874
46,2014,3,40.21934225401329
46,2014,4,46.168582047449604
46,2014,5,46.725033161304275
46,2014,6,43.60859595374438
46,2014,7,39.28395068699372
46,2014,8,37.726580367329866
46,2014,9,34.325864186833115
46,2014,10,33.90884874301645
46,2014,11,29.85097716324973
46,2014,12,22.517876571365687
47,2011,1,33.00820432838739
47,2011,2,40.580801084576514
47,2011,3,41.96121600934058
47,2011,4,47.164641175810615
47,2011,5,46.4070697148899
47,2011,6,53.929839809460596
47,2011,7,50.9502906594564
47,2011,8,56.64275382214138
47,2011,9,42.544815886900736
47,2011,10,41.06287882378392
47,2011,11,33.693406622701865
47,2011,12,26.86984190290818
47,2012,1,30.158598960906684
47,2012,2,34.995471811029795
47,2012,3,44.225070267119285
47,2012,4,48.20474104748864
47,2012,5,52.988878715559885
47,2012,6,57.589699287111976
47,2012,7,49.066723307701025
47,2012,8,51.827729037761756
47,2012,9,43.41237260691858
47,2012,10,37.173871985076254
47,2012,11,35.68987313706834
47,2012,12,31.38206700753954
47,2013,1,30.00185642359663
47,2013,2,39.098337924527
47,2013,3,42.96650230801879
47,2013,4,47.13144411252179
47,2013,5,44.0256258638121
47,2013,6,45.906456615880224
47,2013,7,39.818870828181666
47,2013,8,40.20489522134722
47,2013,9,43.32040369368756
47,2013,10,34.19529165842061
47,2013,11,31.62626246524074
47,2013,12,28.925021400435075
47,2014,1,33.71405525252084
47,2014,2,35.92939690982585
47,2014,3,42.38386401216051
47,2014,4,49.58699293287921
47,2014,5,46.5575867707171
47,2014,6,39.17003252180007
47,2014,7,43.87053078826614
47,2014,8,45.22798018771255
47,2014,9,36.8465975283255
47,2014,10,34.5379134534661
47,2014,11,33.131151082214195
47,2014,12,23.31357297779915
48,2011,1,31.09490132802757
48,2011,2,36.76438038937745
48,2011,3,43.57543748411422
48,2011,4,47.04699284005534
48,2011,5,46.681836776788415
48,2011,6,45.07519913233416
48,2011,7,41.16534782702425
48,2011,8,50.86280545278824
48,2011,9,56.49182269959732
48,2011,10,47.25713689696645
48,2011,11,35.249305048371816
48,2011,12,27.762823590014747
48,2012,1,31.850818538251183
48,2012,2,33.93419762362518
48,2012,3,41.73027658094159
48,2012,4,48.90785826462738
48,2012,5,51.5820926577892
48,2012,6,49.78077441250664
48,2012,7,43.907643524662504
48,2012,8,50.73335107416479
48,2012,9,46.49575995332229
48,2012,10,39.85861151150602
48,2012,11,39.42282736959879
48,2012,12,33.220372456828606
48,2013,1,33.01142709115401
48,2013,2,40.31949472693583
48,2013,3,46.666189615877286
48,2013,4,46.03588788619205
48,2013,5,46.5828460499662
48,2013,6,43.81326959636652
48,2013,7,45.17187050728556
48,2013,8,46.31417472636586
48,2013,9,45.54146434550105
48,2013,10,37.63581682897231
48,2013,11,32.61259488651695
48,2013,12,29.234408370392217
48,2014,1,34.55631002651202
48,2014,2,34.08039627201583
48,2014,3,41.60663645450576
48,2014,4,47.04362396306806
48,2014,5,48.91052930310541
48,2014,6,37.925701253932026
48,2014,7,41.31200604356092
48,2014,8,44.43853722571102
48,2014,9,38.13482199871121
48,2014,10,42.38352388548876
48,2014,11,34.250829635567385
48,2014,12,25.579958158045
49,2011,1,27.132427018019108
49,2011,2,40.57082889770971
49,2011,3,45.540308196263055
49,2011,4,47.882431575170585
49,2011,5,50.010804227965515
49,2011,6,54.71776016897347
49,2011,7,53.58210491729415
49,2011,8,59.61609118105622
49,2011,9,50.505830108341826
49,2011,10,35.80255919198334
49,2011,11,30.95385850212319
49,2011,12,23.248486423606217
49,2012,1,30.03990617092849
49,2012,2,38.10742189021531
49,2012,3,46.82832012170184
49,2012,4,51.57279624565731
49,2012,5,59.07015004659505
49,2012,6,57.282440093654834
49,2012,7,57.29697900705979
49,2012,8,56.75748254139258
49,2012,9,49.62490649562352
49,2012,10,37.716628201770455
49,2012,11,32.592067212125315
49,2012,12,32.90153747698388
49,2013,1,32.65534579839754
49,2013,2,39.58902607655804
49,2013,3,45.726808679505126
49,2013,4,47.927116174144146
49,2013,5,54.99843867932941
49,2013,6,54.65014911724425
49,2013,7,57.485301766349
49,2013,8,51.56571847431646
49,2013,9,45.82154780509159
49,2013,10,39.09047695375142
49,2013,11,32.07719480603647
49,2013,12,28.88092785214655
49,2014,1,30.47790081712042
49,2014,2,36.188502404941936
49,2014,3,45.54916123760073
49,2014,4,50.21981650754734
49,2014,5,52.55624807902372
49,2014,6,53.76116999265626
49,2014,7,53.53062818847639
49,2014,8,51.268768300294134
49,2014,9,45.0080043971053
49,2014,10,40.936381629064876
49,2014,11,33.347145439892905
49,2014,12,28.877982511172632
50,2011,1,34.45413499596774
50,2011,2,40.55803857588349
50,2011,3,44.533789998737745
50,2011,4,45.942561545652175
50,2011,5,38.84414113299604
50,2011,6,38.08151451800433
50,2011,7,38.72040615234923
50,2011,8,34.45454104435483
50,2011,9,32.35583276648568
50,2011,10,29.89365695010908
50,2011,11,32.09830540688406
50,2011,12,28.83930451963798
50,2012,1,29.686199541163777
50,2012,2,36.041528844490394
50,2012,3,42.104687115562236
50,2012,4,46.5340756783868
50,2012,5,43.397042425253694
50,2012,6,41.106267523645876
50,2012,7,39.675251188850226
50,2012,8,42.42386551897781
50,2012,9,33.204452763432435
50,2012,10,30.33985092130224
50,2012,11,30.354457923628626
50,2012,12,30.29651731194772
50,2013,1,33.60288741592006
50,2013,2,38.407590243762286
50,2013,3,43.17047275887705
50,2013,4,48.27628316627203
50,2013,5,43.054338248243134
50,2013,6,40.36927407689922
50,2013,7,35.076840778261825
50,2013,8,37.48017351560513
50,2013,9,33.39540666332603
50,2013,10,32.3658970040344
50,2013,11,32.41524772918166
50,2013,12,29.73037007579917
50,2014,1,33.28729607698861
50,2014,2,39.81874579907832
50,2014,3,43.48661949771731
50,2014,4,47.57249167767909
50,2014,5,41.729459041681295
50,2014,6,37.50698721690903
50,2014,7,36.769792788225686
50,2014,8,32.23578707255464
50,2014,9,31.81884888231793
50,2014,10,29.32321590705521
50,2014,11,32.6048578221791
50,2014,12,29.979812433072155
51,2011,1,31.31347658169338
51,2011,2,38.682485254147466
51,2011,3,43.192863426579805
51,2011,4,45.826644578272514
51,2011,5,46.94233042134199
51,2011,6,55.957801085026595
51,2011,7,55.78775900096025
51,2011,8,50.11201126538603
51,2011,9,35.593102809146146
51,2011,10,34.355644388847104
51,2011,11,33.91679608279459
51,2011,12,27.85353358849401
51,2012,1,28.66363688479271
51,2012,2,34.380709694185946
51,2012,3,42.86713019101584
51,2012,4,47.614156910926674
51,2012,5,47.07122453059531
51,2012,6,52.42192175111197
51,2012,7,53.9663965378
51,2012,8,50.11576060001629
51,2012,9,41.166658783969986
51,2012,10,33.497623401894515
51,2012,11,31.32320966595064
51,2012,12,26.955517189158588
51,2013,1,28.986613503548565
51,2013,2,34.937517276301875
51,2013,3,43.30072496880533
51,2013,4,49.6583158862351
51,2013,5,45.5985259543651
51,2013,6,43.1981878207822
51,2013,7,37.84752907874046
51,2013,8,40.69740291815036
51,2013,9,42.023552205910185
51,2013,10,33.11889331597631
51,2013,11,31.011314280467964
51,2013,12,28.43481710125787
51,2014,1,30.843841842835413
51,2014,2,36.18094356446184
51,2014,3,40.70723224757439
51,2014,4,48.773002065084576
51,2014,5,47.56942544309191
51,2014,6,46.81365392980623
51,2014,7,44.48677408289529
51,2014,8,43.72140628287124
51,2014,9,36.38533192452815
51,2014,10,33.89024515938902
51,2014,11,31.858034688241197
51,2014,12,24.43000742727506
53,2011,1,24.409838874883363
53,2011,2,30.99993123954415
53,2011,3,36.43117304735798
53,2011,4,39.910701006494335
53,2011,5,39.164041951423236
53,2011,6,32.93900594781838
53,2011,7,27.863894717204186
53,2011,8,32.64222961010216
53,2011,9,31.273758943260724
53,2011,10,24.10808967169249
53,2011,11,26.482637938974076
53,2011,12,17.746104042755743
53,2012,1,25.225371190756533
53,2012,2,28.51858833665845
53,2012,3,36.31847187276385
53,2012,4,39.14804350394365
53,2012,5,41.01947118151251
53,2012,6,30.305764165487627
53,2012,7,32.62030166334582
53,2012,8,37.68933737337774
53,2012,9,33.373418196457465
53,2012,10,27.47592364787698
53,2012,11,24.879723969419633
53,2012,12,27.136600663114358
53,2013,1,22.759224515501412
53,2013,2,29.04024872341243
53,2013,3,35.363144717567145
53,2013,4,38.928632058450404
53,2013,5,37.43678793307379
53,2013,6,31.52580297919965
53,2013,7,33.96141365475482
53,2013,8,31.50752819281407
53,2013,9,27.667557023588255
53,2013,10,21.873094138238176
53,2013,11,22.443951213492532
53,2013,12,21.696194458366843
53,2014,1,22.06473804638544
53,2014,2,31.948594073811382
53,2014,3,36.67548337581843
53,2014,4,40.71186301410477
53,2014,5,38.34940495772086
53,2014,6,30.52117576857799
53,2014,7,34.82467718188738
53,2014,8,34.23817537259209
53,2014,9,31.429902631600356
53,2014,10,27.49594656388536
53,2014,11,27.272206111639917
53,2014,12,24.641379373199307
54,2011,1,32.68586392825206
54,2011,2,41.018914472038844
54,2011,3,42.153346061686854
54,2011,4,46.2416741349036
54,2011,5,43.411592617309736
54,2011,6,49.5732301662676
54,2011,7,51.75063104149946
54,2011,8,49.406285468369326
54,2011,9,37.545606750878015
54,2011,10,33.35522875559602
54,2011,11,33.21057702822672
54,2011,12,27.04901650662241
54,2012,1,29.121507129597365
54,2012,2,34.655094137180456
54,2012,3,44.2981873135128
54,2012,4,47.89641520714128
54,2012,5,50.838250809096266
54,2012,6,54.79302584566506
54,2012,7,53.14130600994066
54,2012,8,53.29136822855651
54,2012,9,41.42325704401773
54,2012,10,34.72217773756611
54,2012,11,32.41921178135033
54,2012,12,28.781722155119155
54,2013,1,31.317405535735574
54,2013,2,36.521618401184526
54,2013,3,42.52749358479384
54,2013,4,50.78342013743598
54,2013,5,46.81838960333916
54,2013,6,46.19481659276515
54,2013,7,39.27304622463197
54,2013,8,41.61739754008745
54,2013,9,39.26615690251122
54,2013,10,31.462165769450976
54,2013,11,31.805749180536562
54,2013,12,30.955794596240622
54,2014,1,33.288178456917365
54,2014,2,38.57735945922544
54,2014,3,41.73689807080176
54,2014,4,49.3027170545944
54,2014,5,47.37832281381731
54,2014,6,44.07305613645896
54,2014,7,43.57650033406795
54,2014,8,44.09212591775755
54,2014,9,37.03611366911543
54,2014,10,31.78416451168943
54,2014,11,32.56282406665202
54,2014,12,24.80443597219164
55,2011,1,32.15102987018578
55,2011,2,38.22451703384648
55,2011,3,40.85806199446725
55,2011,4,43.370239931886495
55,2011,5,42.15190252052204
55,2011,6,43.63298303396992
55,2011,7,46.22646179371093
55,2011,8,38.463535945552074
55,2011,9,33.917324828839554
55,2011,10,35.75004611432054
55,2011,11,27.66743585597492
55,2011,12,23.641922602690375
55,2012,1,26.661728065277334
55,2012,2,31.159322360195766
55,2012,3,39.61453838986413
55,2012,4,43.583960710288686
55,2012,5,49.57141464390052
55,2012,6,52.96860721184932
55,2012,7,49.896377686362335
55,2012,8,46.754056515782096
55,2012,9,39.136883340033144
55,2012,10,29.341747431545784
55,2012,11,26.15179290949137
55,2012,12,26.31398902661695
55,2013,1,29.842535076355386
55,2013,2,35.63025817103467
55,2013,3,44.05676527518793
55,2013,4,46.28437575041443
55,2013,5,44.920637256848956
55,2013,6,42.95209338039562
55,2013,7,42.796530114496306
55,2013,8,41.0140476123658
55,2013,9,38.12106826913993
55,2013,10,28.378939309324767
55,2013,11,25.681697182168303
55,2013,12,27.42481550329928
55,2014,1,30.78142678326112
55,2014,2,36.69019027945182
55,2014,3,40.72592637797745
55,2014,4,45.18657692662623
55,2014,5,45.46958863605299
55,2014,6,44.91794557253426
55,2014,7,37.193920648050444
55,2014,8,38.685119070899006
55,2014,9,37.23669999395976
55,2014,10,27.3874464740965
55,2014,11,27.82704382799354
55,2014,12,23.560778448263733
56,2011,1,41.51097143890518
56,2011,2,45.56121757502311
56,2011,3,49.776226478250244
56,2011,4,50.40133492373738
56,2011,5,49.92758312239583
56,2011,6,52.85210244848485
56,2011,7,51.4912879127566
56,2011,8,53.759253487120446
56,2011,9,45.796961596749405
56,2011,10,39.843251792522
56,2011,11,38.13068448585859
56,2011,12,35.490545747572725
56,2012,1,36.195498734862454
56,2012,2,40.17477000641895
56,2012,3,47.79658042210867
56,2012,4,52.19147757413643
56,2012,5,54.45332852829357
56,2012,6,54.18823606237587
56,2012,7,56.70915936874091
56,2012,8,55.00220360290492
56,2012,9,47.009877629339144
56,2012,10,36.40229455772306
56,2012,11,36.35613757376413
56,2012,12,36.79582253543631
56,2013,1,39.36214002371564
56,2013,2,43.15632645699714
56,2013,3,46.78489938631521
56,2013,4,48.13852763333731
56,2013,5,52.70950770493921
56,2013,6,51.25945862255065
56,2013,7,53.41893629896846
56,2013,8,51.92386656643686
56,2013,9,45.181003321262125
56,2013,10,36.7006348955822
56,2013,11,35.84938357263468
56,2013,12,37.36758954409623
56,2014,1,38.83973968069079
56,2014,2,39.45861343486766
56,2014,3,45.02738723362738
56,2014,4,49.35861195005248
56,2014,5,48.99002454081683
56,2014,6,49.1189904262644
56,2014,7,49.41720699263753
56,2014,8,49.42842274713587
56,2014,9,42.84974265113271
56,2014,10,40.52061104211235
56,2014,11,37.07783262309742
56,2014,12,34.447436480872696
